order_id,product_id,unit_price,quantity,discount,gross_sales,discount_value,net_sales,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_country,productID,productName,categoryID,unitPrice,discontinued,category_id,category_name,delivery_days,on_time,year,month
10251,65,16.8,20,0.0,336.0,0.0,336.0,VICTE,3,1996-07-08,1996-08-05,1996-07-15,1,41.34,France,65,Louisiana Fiery Hot Pepper Sauce,2,21.05,0,2,Condiments,7.0,True,1996,1996-07
10252,20,64.8,40,0.05,2592.0,129.6,2462.4,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Belgium,20,Sir Rodney's Marmalade,3,81.0,0,3,Confections,2.0,True,1996,1996-07
10252,33,2.0,25,0.05,50.0,2.5,47.5,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Belgium,33,Geitost,4,2.5,0,4,Dairy Products,2.0,True,1996,1996-07
10252,60,27.2,40,0.0,1088.0,0.0,1088.0,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Belgium,60,Camembert Pierrot,4,34.0,0,4,Dairy Products,2.0,True,1996,1996-07
10253,31,10.0,20,0.0,200.0,0.0,200.0,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Brazil,31,Gorgonzola Telino,4,12.5,0,4,Dairy Products,6.0,True,1996,1996-07
10253,39,14.4,42,0.0,604.8000000000001,0.0,604.8000000000001,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Brazil,39,Chartreuse verte,1,18.0,0,1,Beverages,6.0,True,1996,1996-07
10253,49,16.0,40,0.0,640.0,0.0,640.0,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Brazil,49,Maxilaku,3,20.0,0,3,Confections,6.0,True,1996,1996-07
10254,24,3.6,15,0.15,54.0,8.1,45.9,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Switzerland,24,Guaraná Fantástica,1,4.5,1,1,Beverages,12.0,True,1996,1996-07
10254,55,19.2,21,0.15,403.2,60.48,342.71999999999997,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Switzerland,55,Pâté chinois,6,24.0,0,6,Meat/Poultry,12.0,True,1996,1996-07
10254,74,8.0,21,0.0,168.0,0.0,168.0,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Switzerland,74,Longlife Tofu,7,10.0,0,7,Produce,12.0,True,1996,1996-07
10255,2,15.2,20,0.0,304.0,0.0,304.0,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Switzerland,2,Chang,1,19.0,0,1,Beverages,3.0,True,1996,1996-07
10255,16,13.9,35,0.0,486.5,0.0,486.5,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Switzerland,16,Pavlova,3,17.45,0,3,Confections,3.0,True,1996,1996-07
10255,36,15.2,25,0.0,380.0,0.0,380.0,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Switzerland,36,Inlagd Sill,8,19.0,0,8,Seafood,3.0,True,1996,1996-07
10255,59,44.0,30,0.0,1320.0,0.0,1320.0,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Switzerland,59,Raclette Courdavault,4,55.0,0,4,Dairy Products,3.0,True,1996,1996-07
10256,53,26.2,15,0.0,393.0,0.0,393.0,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Brazil,53,Perth Pasties,6,32.8,1,6,Meat/Poultry,2.0,True,1996,1996-07
10256,77,10.4,12,0.0,124.80000000000001,0.0,124.80000000000001,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Brazil,77,Original Frankfurter grüne Soße,2,13.0,0,2,Condiments,2.0,True,1996,1996-07
10257,27,35.1,25,0.0,877.5,0.0,877.5,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,Venezuela,27,Schoggi Schokolade,3,43.9,0,3,Confections,6.0,True,1996,1996-07
10257,39,14.4,6,0.0,86.4,0.0,86.4,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,Venezuela,39,Chartreuse verte,1,18.0,0,1,Beverages,6.0,True,1996,1996-07
10257,77,10.4,15,0.0,156.0,0.0,156.0,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,Venezuela,77,Original Frankfurter grüne Soße,2,13.0,0,2,Condiments,6.0,True,1996,1996-07
10258,2,15.2,50,0.2,760.0,152.0,608.0,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Austria,2,Chang,1,19.0,0,1,Beverages,6.0,True,1996,1996-07
10258,5,17.0,65,0.2,1105.0,221.0,884.0,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Austria,5,Chef Anton's Gumbo Mix,2,21.35,1,2,Condiments,6.0,True,1996,1996-07
10258,32,25.6,6,0.2,153.60000000000002,30.720000000000006,122.88000000000002,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Austria,32,Mascarpone Fabioli,4,32.0,0,4,Dairy Products,6.0,True,1996,1996-07
10259,21,8.0,10,0.0,80.0,0.0,80.0,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Mexico,21,Sir Rodney's Scones,3,10.0,0,3,Confections,7.0,True,1996,1996-07
10259,37,20.8,1,0.0,20.8,0.0,20.8,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Mexico,37,Gravad lax,8,26.0,0,8,Seafood,7.0,True,1996,1996-07
10260,41,7.7,16,0.25,123.2,30.8,92.4,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Germany,41,Jack's New England Clam Chowder,8,9.65,0,8,Seafood,10.0,True,1996,1996-07
10260,57,15.6,50,0.0,780.0,0.0,780.0,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Germany,57,Ravioli Angelo,5,19.5,0,5,Grains/Cereals,10.0,True,1996,1996-07
10260,62,39.4,15,0.25,591.0,147.75,443.25,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Germany,62,Tarte au sucre,3,49.3,0,3,Confections,10.0,True,1996,1996-07
10260,70,12.0,21,0.25,252.0,63.0,189.0,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Germany,70,Outback Lager,1,15.0,0,1,Beverages,10.0,True,1996,1996-07
10261,21,8.0,20,0.0,160.0,0.0,160.0,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Brazil,21,Sir Rodney's Scones,3,10.0,0,3,Confections,11.0,True,1996,1996-07
10261,35,14.4,20,0.0,288.0,0.0,288.0,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Brazil,35,Steeleye Stout,1,18.0,0,1,Beverages,11.0,True,1996,1996-07
10262,5,17.0,12,0.2,204.0,40.800000000000004,163.2,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,USA,5,Chef Anton's Gumbo Mix,2,21.35,1,2,Condiments,3.0,True,1996,1996-07
10262,7,24.0,15,0.0,360.0,0.0,360.0,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,USA,7,Uncle Bob's Organic Dried Pears,7,30.0,0,7,Produce,3.0,True,1996,1996-07
10262,56,30.4,2,0.0,60.8,0.0,60.8,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,USA,56,Gnocchi di nonna Alice,5,38.0,0,5,Grains/Cereals,3.0,True,1996,1996-07
10263,16,13.9,60,0.25,834.0,208.5,625.5,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Austria,16,Pavlova,3,17.45,0,3,Confections,8.0,True,1996,1996-07
10263,24,3.6,28,0.0,100.8,0.0,100.8,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Austria,24,Guaraná Fantástica,1,4.5,1,1,Beverages,8.0,True,1996,1996-07
10263,30,20.7,60,0.25,1242.0,310.5,931.5,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Austria,30,Nord-Ost Matjeshering,8,25.89,0,8,Seafood,8.0,True,1996,1996-07
10263,74,8.0,36,0.25,288.0,72.0,216.0,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Austria,74,Longlife Tofu,7,10.0,0,7,Produce,8.0,True,1996,1996-07
10264,2,15.2,35,0.0,532.0,0.0,532.0,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Sweden,2,Chang,1,19.0,0,1,Beverages,30.0,False,1996,1996-07
10264,41,7.7,25,0.15,192.5,28.875,163.625,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Sweden,41,Jack's New England Clam Chowder,8,9.65,0,8,Seafood,30.0,False,1996,1996-07
10265,17,31.2,30,0.0,936.0,0.0,936.0,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,France,17,Alice Mutton,6,39.0,1,6,Meat/Poultry,18.0,True,1996,1996-07
10265,70,12.0,20,0.0,240.0,0.0,240.0,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,France,70,Outback Lager,1,15.0,0,1,Beverages,18.0,True,1996,1996-07
10266,12,30.4,12,0.05,364.79999999999995,18.24,346.55999999999995,WARTH,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Finland,12,Queso Manchego La Pastora,4,38.0,0,4,Dairy Products,5.0,True,1996,1996-07
10267,40,14.7,50,0.0,735.0,0.0,735.0,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Germany,40,Boston Crab Meat,8,18.4,0,8,Seafood,8.0,True,1996,1996-07
10267,59,44.0,70,0.15,3080.0,462.0,2618.0,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Germany,59,Raclette Courdavault,4,55.0,0,4,Dairy Products,8.0,True,1996,1996-07
10267,76,14.4,15,0.15,216.0,32.4,183.6,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Germany,76,Lakkalikööri,1,18.0,0,1,Beverages,8.0,True,1996,1996-07
10268,29,99.0,10,0.0,990.0,0.0,990.0,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,Venezuela,29,Thüringer Rostbratwurst,6,123.79,1,6,Meat/Poultry,3.0,True,1996,1996-07
10268,72,27.8,4,0.0,111.2,0.0,111.2,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,Venezuela,72,Mozzarella di Giovanni,4,34.8,0,4,Dairy Products,3.0,True,1996,1996-07
10269,33,2.0,60,0.05,120.0,6.0,114.0,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,USA,33,Geitost,4,2.5,0,4,Dairy Products,9.0,True,1996,1996-07
10269,72,27.8,20,0.05,556.0,27.8,528.2,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,USA,72,Mozzarella di Giovanni,4,34.8,0,4,Dairy Products,9.0,True,1996,1996-07
10270,36,15.2,30,0.0,456.0,0.0,456.0,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Finland,36,Inlagd Sill,8,19.0,0,8,Seafood,1.0,True,1996,1996-08
10270,43,36.8,25,0.0,919.9999999999999,0.0,919.9999999999999,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Finland,43,Ipoh Coffee,1,46.0,0,1,Beverages,1.0,True,1996,1996-08
10271,33,2.0,24,0.0,48.0,0.0,48.0,SPLIR,6,1996-08-01,1996-08-29,1996-08-30,2,4.54,USA,33,Geitost,4,2.5,0,4,Dairy Products,29.0,False,1996,1996-08
10272,20,64.8,6,0.0,388.79999999999995,0.0,388.79999999999995,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,USA,20,Sir Rodney's Marmalade,3,81.0,0,3,Confections,4.0,True,1996,1996-08
10272,31,10.0,40,0.0,400.0,0.0,400.0,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,USA,31,Gorgonzola Telino,4,12.5,0,4,Dairy Products,4.0,True,1996,1996-08
10272,72,27.8,24,0.0,667.2,0.0,667.2,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,USA,72,Mozzarella di Giovanni,4,34.8,0,4,Dairy Products,4.0,True,1996,1996-08
10273,10,24.8,24,0.05,595.2,29.760000000000005,565.44,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,Germany,10,Ikura,8,31.0,0,8,Seafood,7.0,True,1996,1996-08
10273,31,10.0,15,0.05,150.0,7.5,142.5,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,Germany,31,Gorgonzola Telino,4,12.5,0,4,Dairy Products,7.0,True,1996,1996-08
10273,33,2.0,20,0.0,40.0,0.0,40.0,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,Germany,33,Geitost,4,2.5,0,4,Dairy Products,7.0,True,1996,1996-08
10273,40,14.7,60,0.05,882.0,44.1,837.9,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,Germany,40,Boston Crab Meat,8,18.4,0,8,Seafood,7.0,True,1996,1996-08
10273,76,14.4,33,0.05,475.2,23.76,451.44,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,Germany,76,Lakkalikööri,1,18.0,0,1,Beverages,7.0,True,1996,1996-08
10274,71,17.2,20,0.0,344.0,0.0,344.0,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,France,71,Flotemysost,4,21.5,0,4,Dairy Products,10.0,True,1996,1996-08
10274,72,27.8,7,0.0,194.6,0.0,194.6,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,France,72,Mozzarella di Giovanni,4,34.8,0,4,Dairy Products,10.0,True,1996,1996-08
10275,24,3.6,12,0.05,43.2,2.16,41.040000000000006,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Italy,24,Guaraná Fantástica,1,4.5,1,1,Beverages,2.0,True,1996,1996-08
10275,59,44.0,6,0.05,264.0,13.200000000000001,250.8,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Italy,59,Raclette Courdavault,4,55.0,0,4,Dairy Products,2.0,True,1996,1996-08
10276,10,24.8,15,0.0,372.0,0.0,372.0,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Mexico,10,Ikura,8,31.0,0,8,Seafood,6.0,True,1996,1996-08
10276,13,4.8,10,0.0,48.0,0.0,48.0,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Mexico,13,Konbu,8,6.0,0,8,Seafood,6.0,True,1996,1996-08
10277,28,36.4,20,0.0,728.0,0.0,728.0,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Germany,28,Rössle Sauerkraut,7,45.6,1,7,Produce,4.0,True,1996,1996-08
10277,62,39.4,12,0.0,472.79999999999995,0.0,472.79999999999995,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Germany,62,Tarte au sucre,3,49.3,0,3,Confections,4.0,True,1996,1996-08
10278,44,15.5,16,0.0,248.0,0.0,248.0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Sweden,44,Gula Malacca,2,19.45,0,2,Condiments,4.0,True,1996,1996-08
10278,59,44.0,15,0.0,660.0,0.0,660.0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Sweden,59,Raclette Courdavault,4,55.0,0,4,Dairy Products,4.0,True,1996,1996-08
10278,63,35.1,8,0.0,280.8,0.0,280.8,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Sweden,63,Vegie-spread,2,43.9,0,2,Condiments,4.0,True,1996,1996-08
10278,73,12.0,25,0.0,300.0,0.0,300.0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Sweden,73,Röd Kaviar,8,15.0,0,8,Seafood,4.0,True,1996,1996-08
10279,17,31.2,15,0.25,468.0,117.0,351.0,LEHMS,8,1996-08-13,1996-09-10,1996-08-16,2,25.83,Germany,17,Alice Mutton,6,39.0,1,6,Meat/Poultry,3.0,True,1996,1996-08
10280,24,3.6,12,0.0,43.2,0.0,43.2,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Sweden,24,Guaraná Fantástica,1,4.5,1,1,Beverages,29.0,False,1996,1996-08
10280,55,19.2,20,0.0,384.0,0.0,384.0,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Sweden,55,Pâté chinois,6,24.0,0,6,Meat/Poultry,29.0,False,1996,1996-08
10280,75,6.2,30,0.0,186.0,0.0,186.0,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Sweden,75,Rhönbräu Klosterbier,1,7.75,0,1,Beverages,29.0,False,1996,1996-08
10281,19,7.3,1,0.0,7.3,0.0,7.3,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Spain,19,Teatime Chocolate Biscuits,3,9.2,0,3,Confections,7.0,True,1996,1996-08
10281,24,3.6,6,0.0,21.6,0.0,21.6,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Spain,24,Guaraná Fantástica,1,4.5,1,1,Beverages,7.0,True,1996,1996-08
10281,35,14.4,4,0.0,57.6,0.0,57.6,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Spain,35,Steeleye Stout,1,18.0,0,1,Beverages,7.0,True,1996,1996-08
10282,30,20.7,6,0.0,124.19999999999999,0.0,124.19999999999999,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Spain,30,Nord-Ost Matjeshering,8,25.89,0,8,Seafood,6.0,True,1996,1996-08
10282,57,15.6,2,0.0,31.2,0.0,31.2,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Spain,57,Ravioli Angelo,5,19.5,0,5,Grains/Cereals,6.0,True,1996,1996-08
10283,15,12.4,20,0.0,248.0,0.0,248.0,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,Venezuela,15,Genen Shouyu,2,15.5,0,2,Condiments,7.0,True,1996,1996-08
10283,19,7.3,18,0.0,131.4,0.0,131.4,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,Venezuela,19,Teatime Chocolate Biscuits,3,9.2,0,3,Confections,7.0,True,1996,1996-08
10283,60,27.2,35,0.0,952.0,0.0,952.0,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,Venezuela,60,Camembert Pierrot,4,34.0,0,4,Dairy Products,7.0,True,1996,1996-08
10283,72,27.8,3,0.0,83.4,0.0,83.4,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,Venezuela,72,Mozzarella di Giovanni,4,34.8,0,4,Dairy Products,7.0,True,1996,1996-08
10284,27,35.1,15,0.25,526.5,131.625,394.875,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Germany,27,Schoggi Schokolade,3,43.9,0,3,Confections,8.0,True,1996,1996-08
10284,44,15.5,21,0.0,325.5,0.0,325.5,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Germany,44,Gula Malacca,2,19.45,0,2,Condiments,8.0,True,1996,1996-08
10284,60,27.2,20,0.25,544.0,136.0,408.0,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Germany,60,Camembert Pierrot,4,34.0,0,4,Dairy Products,8.0,True,1996,1996-08
10284,67,11.2,5,0.25,56.0,14.0,42.0,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Germany,67,Laughing Lumberjack Lager,1,14.0,0,1,Beverages,8.0,True,1996,1996-08
10285,1,14.4,45,0.2,648.0,129.6,518.4,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,Germany,1,Chai,1,18.0,0,1,Beverages,6.0,True,1996,1996-08
10285,40,14.7,40,0.2,588.0,117.60000000000001,470.4,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,Germany,40,Boston Crab Meat,8,18.4,0,8,Seafood,6.0,True,1996,1996-08
10285,53,26.2,36,0.2,943.1999999999999,188.64,754.56,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,Germany,53,Perth Pasties,6,32.8,1,6,Meat/Poultry,6.0,True,1996,1996-08
10286,35,14.4,100,0.0,1440.0,0.0,1440.0,QUICK,8,1996-08-21,1996-09-18,1996-08-30,3,229.24,Germany,35,Steeleye Stout,1,18.0,0,1,Beverages,9.0,True,1996,1996-08
10286,62,39.4,40,0.0,1576.0,0.0,1576.0,QUICK,8,1996-08-21,1996-09-18,1996-08-30,3,229.24,Germany,62,Tarte au sucre,3,49.3,0,3,Confections,9.0,True,1996,1996-08
10287,16,13.9,40,0.15,556.0,83.39999999999999,472.6,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Brazil,16,Pavlova,3,17.45,0,3,Confections,6.0,True,1996,1996-08
10287,34,11.2,20,0.0,224.0,0.0,224.0,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Brazil,34,Sasquatch Ale,1,14.0,0,1,Beverages,6.0,True,1996,1996-08
10287,46,9.6,15,0.15,144.0,21.599999999999998,122.4,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Brazil,46,Spegesild,8,12.0,0,8,Seafood,6.0,True,1996,1996-08
10288,54,5.9,10,0.1,59.0,5.9,53.1,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1,7.45,Italy,54,Tourtière,6,7.45,0,6,Meat/Poultry,11.0,True,1996,1996-08
10288,68,10.0,3,0.1,30.0,3.0,27.0,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1,7.45,Italy,68,Scottish Longbreads,3,12.5,0,3,Confections,11.0,True,1996,1996-08
10289,3,8.0,30,0.0,240.0,0.0,240.0,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3,22.77,UK,3,Aniseed Syrup,2,10.0,0,2,Condiments,2.0,True,1996,1996-08
10289,64,26.6,9,0.0,239.4,0.0,239.4,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3,22.77,UK,64,Wimmers gute Semmelknödel,5,33.25,0,5,Grains/Cereals,2.0,True,1996,1996-08
10290,5,17.0,20,0.0,340.0,0.0,340.0,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Brazil,5,Chef Anton's Gumbo Mix,2,21.35,1,2,Condiments,7.0,True,1996,1996-08
10290,29,99.0,15,0.0,1485.0,0.0,1485.0,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Brazil,29,Thüringer Rostbratwurst,6,123.79,1,6,Meat/Poultry,7.0,True,1996,1996-08
10290,49,16.0,15,0.0,240.0,0.0,240.0,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Brazil,49,Maxilaku,3,20.0,0,3,Confections,7.0,True,1996,1996-08
10290,77,10.4,10,0.0,104.0,0.0,104.0,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Brazil,77,Original Frankfurter grüne Soße,2,13.0,0,2,Condiments,7.0,True,1996,1996-08
10291,13,4.8,20,0.1,96.0,9.600000000000001,86.4,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Brazil,13,Konbu,8,6.0,0,8,Seafood,8.0,True,1996,1996-08
10291,44,15.5,24,0.1,372.0,37.2,334.8,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Brazil,44,Gula Malacca,2,19.45,0,2,Condiments,8.0,True,1996,1996-08
10291,51,42.4,2,0.1,84.8,8.48,76.32,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Brazil,51,Manjimup Dried Apples,7,53.0,0,7,Produce,8.0,True,1996,1996-08
10292,20,64.8,20,0.0,1296.0,0.0,1296.0,TRADH,1,1996-08-28,1996-09-25,1996-09-02,2,1.35,Brazil,20,Sir Rodney's Marmalade,3,81.0,0,3,Confections,5.0,True,1996,1996-08
10293,18,50.0,12,0.0,600.0,0.0,600.0,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Mexico,18,Carnarvon Tigers,8,62.5,0,8,Seafood,13.0,True,1996,1996-08
10293,24,3.6,10,0.0,36.0,0.0,36.0,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Mexico,24,Guaraná Fantástica,1,4.5,1,1,Beverages,13.0,True,1996,1996-08
10293,63,35.1,5,0.0,175.5,0.0,175.5,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Mexico,63,Vegie-spread,2,43.9,0,2,Condiments,13.0,True,1996,1996-08
10293,75,6.2,6,0.0,37.2,0.0,37.2,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Mexico,75,Rhönbräu Klosterbier,1,7.75,0,1,Beverages,13.0,True,1996,1996-08
10294,1,14.4,18,0.0,259.2,0.0,259.2,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,USA,1,Chai,1,18.0,0,1,Beverages,6.0,True,1996,1996-08
10294,17,31.2,15,0.0,468.0,0.0,468.0,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,USA,17,Alice Mutton,6,39.0,1,6,Meat/Poultry,6.0,True,1996,1996-08
10294,43,36.8,15,0.0,552.0,0.0,552.0,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,USA,43,Ipoh Coffee,1,46.0,0,1,Beverages,6.0,True,1996,1996-08
